"fromuser","touser","date","postid","threadid"
5493,6830,1260133357,24354,3739
6830,7123,1260132062,24326,3740
5201,5991,1260706450,29728,3740
6397,6404,1260133437,24357,3759
7379,5992,1270984311,186287,3760
5331,6733,1260135136,24400,3766
6733,5331,1260135515,24406,3766
6733,6656,1260136188,24419,3766
6733,6656,1260136793,24438,3766
4840,6656,1260134348,24389,3768
7480,4840,1260917682,35136,3768
7275,6676,1261214579,42179,3785
6954,5832,1260197556,24910,3791
6330,5089,1260528587,27847,3810
6154,5165,1260397742,27060,3811
7119,5761,1261785783,58503,3823
8046,4872,1261849809,60110,3823
5435,7882,1261851024,60166,3823
7882,5435,1261852693,60244,3823
5046,6146,1260188306,24789,3824
7075,6550,1260801744,31774,3833
6444,6434,1260214338,25188,3881
6813,5331,1260805960,31943,3888
6380,6524,1260561578,28229,3890
6402,7059,1260225064,25365,3891
6380,6954,1260226453,25385,3919
5998,6157,1264189608,88207,3920
6397,4846,1260231238,25454,3925
5435,5592,1260265455,25590,3943
6834,5692,1260717000,30138,3949
6382,6380,1260719907,30227,3949
6819,6903,1260788291,31413,3949
6330,5908,1260357268,26416,3959
6152,5089,1260311240,26247,3962
6468,6555,1260285151,25803,3974
6145,6840,1260288415,25882,3978
5435,5578,1260297944,26041,3978
7003,5889,1260707415,29773,3987
5154,6123,1260807201,31996,3987
5004,6717,1261140808,40332,3987
6669,6518,1260291786,25950,3990
5592,6838,1260313483,26268,3992
6954,6838,1260295155,25998,3998
6954,6606,1260298672,26052,3998
6380,5128,1260399825,27069,3998
6154,6075,1260300921,26091,4009
6206,6676,1260381756,26815,4016
6876,5657,1260302701,26129,4018
5818,6876,1260302957,26136,4018
6335,5155,1260472651,27540,4044
5155,6335,1260474207,27565,4044
5435,6186,1266272809,104600,4044
6788,7169,1260355624,26399,4047
6399,5908,1260329251,26333,4049
6280,5435,1260360755,26457,4060
6039,6380,1260740885,30882,4063
6153,5411,1260367575,26570,4064
6153,6247,1260391816,26977,4064
6666,6769,1260364476,26523,4068
6666,6468,1260365127,26542,4068
7045,6645,1261095018,39753,4068
6539,7313,1263052742,79024,4068
6335,6662,1260372771,26647,4075
6206,6526,1260375593,26715,4079
6153,6840,1260375394,26710,4087
6153,6623,1260375809,26724,4087
6153,6676,1260386115,26896,4087
6345,5435,1260406334,27085,4118
6345,6443,1260527599,27842,4118
6380,6830,1260396993,27040,4120
5839,5507,1260396425,27029,4122
6380,5453,1260399675,27067,4128
6345,6380,1260399883,27070,4128
6345,5456,1260598856,28564,4128
5493,5433,1260445765,27199,4143
5128,5433,1260447271,27213,4143
6468,5045,1260477504,27622,4144
5045,6468,1260531056,27865,4144
6813,7145,1261144480,40489,4144
7359,7217,1264062549,87071,4144
7347,6154,1266259379,104382,4144
6154,7347,1266260924,104409,4144
7003,6613,1260707483,29777,4145
6206,6769,1260456234,27322,4146
6154,7627,1262052062,66391,4157
7627,6154,1262052170,66401,4157
7086,7469,1261060032,38122,4161
5673,6526,1261223534,42414,4164
5673,7284,1261228586,42649,4164
6039,6206,1260463748,27416,4170
6698,5045,1260562616,28259,4170
5045,4839,1260553932,28089,4175
5240,6128,1260473867,27556,4183
5240,5201,1260476657,27613,4183
5240,6819,1260477583,27623,4183
5240,6819,1260577247,28494,4183
5240,6819,1260796135,31589,4183
5240,6717,1260797990,31662,4183
4835,5240,1260801758,31775,4183
5240,7247,1260802079,31792,4183
7145,5240,1260809971,32094,4183
7578,5240,1261051032,37773,4183
6380,5155,1260473448,27550,4187
5411,5045,1260475794,27593,4195
6653,6247,1260478247,27636,4202
5992,5790,1260480389,27669,4202
5453,5992,1260480479,27671,4202
6153,6653,1260577010,28492,4202
6380,6247,1260582414,28510,4202
6380,6601,1260483224,27710,4214
6380,5435,1260484130,27718,4214
6186,6380,1260484136,27719,4214
6380,6186,1260484447,27723,4214
6380,5839,1260484826,27733,4214
6601,6395,1260807337,32002,4214
5435,7169,1260615494,28672,4215
7003,6123,1260708532,29818,4215
6380,5790,1260486149,27747,4218
6380,6152,1260487089,27766,4221
6903,6606,1260527184,27840,4225
6903,4973,1260674898,29411,4225
6468,6280,1260532597,27882,4226
5453,5859,1260649328,29091,4233
6336,6345,1260618070,28723,4236
6152,6788,1260534793,27915,4239
6429,6152,1260605036,28573,4239
5790,6623,1260544734,28048,4246
6380,5155,1260562691,28261,4265
6380,7145,1260562931,28266,4265
6777,6380,1260663350,29328,4265
7404,5045,1262690743,75055,4272
7313,6924,1260820092,32484,4288
6380,5099,1263071480,79333,4291
6903,6526,1260562843,28375,4318
6777,7327,1261134719,40151,4355
6777,5992,1262477906,72142,4355
6643,6777,1262527050,72725,4355
6777,7903,1263151484,80108,4355
6777,6495,1263415197,81839,4355
6777,6495,1263420291,81934,4355
6152,5790,1260583977,28524,4366
6829,6152,1260584196,28527,4366
6643,7003,1260707391,29772,4382
6714,6153,1260620128,28758,4403
6365,6526,1260963407,35785,4403
5953,7211,1260802527,31811,4411
7211,5953,1260805248,31912,4411
6380,6714,1260639526,28989,4412
6714,6380,1260639657,28990,4412
6153,6829,1260957474,35683,4415
6345,6504,1260628488,28870,4420
6714,6157,1260630381,28898,4420
6643,7273,1260705264,29687,4420
5953,6643,1260705454,29693,4420
16489,15617,1291326899,410036,4420
7037,6345,1260993311,37051,4438
5953,6380,1260653998,29199,4454
5507,6137,1260701865,29580,4454
5991,6373,1260885231,33710,4454
6643,6698,1260988810,36877,4454
6380,6146,1261000660,37432,4454
6335,7183,1260738730,30828,4456
6380,6153,1260652120,29148,4458
5557,6380,1260652266,29152,4458
6153,6335,1260652531,29161,4458
6153,5156,1260653358,29182,4458
7075,6645,1260793207,31492,4461
6645,7075,1260794858,31523,4461
6335,5552,1260655022,29217,4466
6738,4849,1260920646,35243,4466
6186,5492,1260922315,35315,4466
7627,8211,1262481884,72201,4466
8204,7595,1263756545,84413,4466
6539,6738,1277598645,272644,4466
6380,7183,1260659426,29285,4481
6336,6395,1260701895,29582,4482
6380,5040,1260662408,29315,4485
5040,6380,1260662541,29316,4485
6380,5040,1260662616,29318,4485
7293,7228,1260709086,29843,4489
6647,6667,1260668128,29386,4490
4835,6647,1260668225,29387,4490
6380,5769,1260712321,29951,4490
6380,6834,1260712826,29964,4490
7150,7543,1261065384,38316,4495
7172,6157,1260698180,29533,4503
5167,7247,1260701544,29575,4511
7284,6390,1260703773,29646,4513
7003,6623,1260714126,30015,4514
7275,6395,1261309553,44905,4517
15435,15080,1279240705,294779,4517
7275,15435,1279297694,295338,4517
6788,6613,1260800231,31724,4525
5090,6123,1260712842,29965,4526
6382,5090,1260719689,30222,4526
16977,17050,1288862866,391630,4526
7293,5435,1260711871,29932,4529
4849,7293,1260711963,29938,4529
7293,4849,1260712254,29949,4529
4849,7293,1260712301,29950,4529
7293,4849,1260712413,29954,4529
5895,7247,1260742767,30935,4529
7293,6247,1260911857,34897,4529
7578,7293,1261064767,38297,4529
7073,6698,1276022918,248282,4529
5992,7228,1260737552,30787,4530
6380,6434,1260713013,29970,4531
6434,6380,1260713242,29977,4531
6380,6434,1260714098,30012,4531
7211,6128,1260731787,30587,4534
5167,6157,1260715093,30059,4535
6804,5167,1260715216,30065,4535
6157,6804,1260715381,30071,4535
6157,6432,1260715493,30077,4535
5167,6157,1260715645,30082,4535
5167,6157,1260716380,30119,4535
6020,6834,1260726260,30430,4545
7150,5155,1260731978,30593,4545
5992,7150,1260884415,33664,4545
5961,7343,1265314541,96536,4547
6444,6834,1260721149,30287,4548
6382,6444,1260721238,30292,4548
6444,6382,1260721438,30299,4548
8071,7359,1262224955,68853,4556
6153,5040,1260725190,30411,4559
6153,5324,1260729331,30515,4559
6153,6526,1260729805,30529,4559
6153,5040,1260730154,30536,4559
6153,5832,1260731002,30560,4559
6153,5040,1260736908,30775,4559
6153,5453,1260979385,36441,4559
6270,6137,1260731004,30561,4569
6186,7211,1260732123,30599,4578
7211,6186,1260732400,30611,4578
5790,6944,1260792436,31472,4578
5980,6465,1260740513,30872,4605
5980,5315,1260809189,32067,4605
5980,7395,1260823554,32630,4605
5980,4860,1260894270,34049,4605
5090,7330,1260743560,30971,4607
6643,7247,1260745071,31030,4615
6331,6643,1260745354,31039,4615
7003,6331,1260745426,31042,4615
6643,5827,1260745742,31055,4615
7211,6643,1260781690,31338,4615
6643,5411,1260880798,33508,4615
6345,7284,1260881023,33517,4615
6643,6345,1260881675,33544,4615
6643,5411,1260997321,37270,4615
6526,6643,1260997456,37274,4615
6643,6526,1260997687,37287,4615
6643,6589,1260748642,31139,4626
6123,6336,1260792314,31468,4626
7910,5271,1261914335,61582,4626
5655,6547,1260793268,31494,4646
7003,4835,1260802292,31803,4646
6206,7336,1260876823,33394,4646
7910,7211,1261867460,60755,4646
6526,7028,1260812898,32199,4649
7003,5965,1260928270,35445,4662
5435,5892,1260785364,31389,4663
6138,7156,1260799478,31706,4671
6406,7028,1260800189,31722,4671
7172,7254,1261378965,47043,4673
7172,6270,1261552199,52366,4673
7172,6270,1261587868,53478,4673
8043,6217,1263795099,84773,4680
7275,6363,1260811229,32130,4692
7275,5516,1261307941,44849,4692
7075,7289,1260799159,31698,4693
4984,5939,1260871094,33284,4694
7731,6896,1267661873,119335,4694
5610,7379,1261645790,54677,4701
6380,6940,1260811561,32143,4713
5453,7330,1260993134,37046,4719
7906,7025,1263394264,81477,4721
5456,6026,1263945555,86058,4721
7604,6380,1264108677,87567,4721
7395,5649,1261132014,40074,4726
6468,5980,1260828839,32853,4733
7075,5154,1260861886,33202,4739
7150,6738,1261065965,38334,4742
5411,7183,1260821537,32538,4757
5516,5411,1260821558,32539,4757
6153,7228,1260821993,32557,4757
5516,7183,1260822081,32559,4757
5516,7028,1260822374,32568,4757
6153,5516,1260822472,32572,4757
7228,6153,1260822505,32577,4757
5516,5961,1260822517,32578,4757
5516,7228,1260822635,32582,4757
7228,5516,1260822809,32589,4757
6444,6390,1260823333,32616,4757
6152,6434,1260823985,32652,4757
7398,7022,1260824280,32669,4764
7398,6172,1260977571,36356,4764
6380,6833,1260825454,32742,4772
6643,5959,1260854457,33171,4780
6397,6924,1260831985,32973,4785
6555,6606,1260835699,33052,4791
6643,5959,1260854611,33174,4800
9987,6940,1275570845,239975,4806
5435,7631,1261356048,46825,4821
7211,5832,1260877189,33405,4825
6645,5832,1260901514,34410,4825
5411,5920,1260879475,33475,4832
5516,5649,1260881277,33524,4839
5649,5516,1260881374,33530,4839
5516,5649,1260881442,33532,4839
6495,6924,1260988368,36854,4844
5411,7330,1260884443,33667,4845
7330,5411,1260884548,33674,4845
7330,6153,1260884701,33684,4845
7330,6154,1260886080,33749,4845
7330,5073,1260891984,33984,4845
6782,5866,1261110458,39905,4847
7003,6788,1260886385,33761,4850
7140,7543,1261249311,43469,4850
6146,6593,1260887498,33823,4857
6153,6146,1260894601,34061,4878
6840,7396,1260906970,34671,4878
6444,6790,1261079042,39074,4878
6645,7118,1260915212,35041,4883
7145,6188,1260899421,34320,4887
7145,7480,1260918340,35168,4887
5216,7330,1260896787,34165,4889
6984,6123,1261072875,38714,4893
6984,6123,1261503328,51059,4893
6984,7871,1266064988,102664,4893
9260,6518,1277741462,275042,4893
13681,17498,1289336940,396636,4893
7275,7455,1261152931,40885,4905
8071,6211,1262300159,69653,4906
6146,5128,1260900776,34390,4909
6153,6146,1260900935,34400,4909
7459,6020,1261101389,39823,4909
5992,6123,1260996502,37237,4917
6984,5923,1263055907,79091,4917
10848,6984,1276792956,258935,4917
5090,7871,1266614018,107953,4922
6788,5806,1260908026,34728,4925
7651,6138,1261695832,56271,4939
7247,7341,1260912809,34936,4953
6406,5920,1260956004,35650,4959
7293,6813,1260968365,35969,4968
7003,6280,1260926630,35427,4990
6788,7118,1261500069,50930,4993
6788,7118,1261500564,50946,4993
6788,6784,1260955106,35640,5006
6788,6365,1260955365,35641,5006
6434,6966,1261002991,37525,5026
7533,6113,1261175971,41696,5026
7533,6755,1261297173,44667,5026
7533,7070,1262009045,64530,5026
7533,6222,1262018505,64988,5026
14254,14151,1280954292,319457,5026
10583,14732,1280996652,319795,5026
5592,6940,1260970416,36053,5028
7395,6620,1265973427,101812,5032
8068,5688,1266876856,110364,5032
8343,5165,1267292883,113794,5032
5165,8343,1267304113,113922,5032
7607,5138,1267307404,113988,5032
6152,7228,1260972523,36130,5037
5692,7495,1260974944,36225,5040
5692,7495,1260975531,36261,5040
6390,7495,1260977295,36336,5052
6390,6769,1260978691,36422,5052
